"DATASET";"DOELGROEP";"SUBDOELGROEP";"CODE_EMISSIEOORZAAK";"EMISSIEOORZAAK";"COMPARTIMENT";"STOFCODE";"STOF";"EENHEID";1990;1995;2000;2005;2010;2013;2014;2015
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Productgebruik Handel, Diensten en Overheid (HDO)";"0804101";"Oplosmiddel- en ander productgebruik: opstand van gecreosoteerd hout in de bouw, HDO";"Lucht";"536";"Fluorantheen";"kg";4418.24;4330.31;4165.9;4001.5;3878.39;3821.04;3801.92;3801.92
"ER Reeks 1990-2014 Definitief";"Landbouw";"Productgebruik Landbouw";"0804102";"Oplosmiddel- en ander productgebruik: opstand van gecreosoteerd hout in de bouw, landbouw";"Lucht";"536";"Fluorantheen";"kg";4275.72;4190.62;4031.52;3872.42;3753.28;3697.78;3679.28;3679.28
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Railverkeer";"0804103";"Oplosmiddel- en ander productgebruik: opstand van gecreosoteerd hout in de bouw, verkeer en vervoer";"Lucht";"536";"Fluorantheen";"kg";4988.34;4889.06;4703.44;4517.82;4378.83;4314.08;4292.49;4292.49
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8900200";"SBI 10-12: Voedings- & genotmiddelenindustrie";"Lucht";"536";"Fluorantheen";"kg";7.01851;0.131261;;1.6153;0.207025;0.375969;0.391331;0.378285
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8900300";"SBI 13/14: Vervaardiging van textiel en kleding";"Lucht";"536";"Fluorantheen";"kg";1.2843;0.049158;;0.0104309;0.0161548;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"8900600";"SBI 17.1/17.2: Vervaardiging van pulp, papier, karton, papier- en kartonwaren";"Lucht";"536";"Fluorantheen";"kg";0.50342;0.0563632;;0.0403414;0.0150874;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902100";"SBI 25: Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"536";"Fluorantheen";"kg";9.01384;0.0025415;;0.447085;0.0857202;0.194386;0.136315;0.136315
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902200";"SBI 28: Machinebouw";"Lucht";"536";"Fluorantheen";"kg";0.37369;0.188379;;0.0664742;0.0988368;0.0308386;0.032997;0.032997
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902303";"SBI 27: Vervaardiging van elektrische apparatuur";"Lucht";"536";"Fluorantheen";"kg";;;;0.043836;0.00627044;0.0885642;0.0663;0.0663
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902400";"SBI 29: Auto-industrie";"Lucht";"536";"Fluorantheen";"kg";1.29825;0.141336;;0.282703;0.368027;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Industrie overig";"8908000";"SBI 31/32: Vervaardiging van meubels en overige goederen";"Lucht";"536";"Fluorantheen";"kg";;0.5382;;54.3618;44.9167;41.9717;28.9208;28.9208
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"8912101";"SBI 16: Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)";"Lucht";"536";"Fluorantheen";"kg";;0.002184;;123.418;109.644;106.073;120;120
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914600";"SBI 23: Bouwmaterialen- en glasindustrie";"Lucht";"536";"Fluorantheen";"kg";2.76827;17.8803;18.211;0.415541;0.488753;0.735036;1.03445;1.03445
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"8916000";"SBI 38.3: Voorbereiding tot recycling";"Lucht";"536";"Fluorantheen";"kg";;;;0.303812;0.302212;1.47061;1.17237;1.17237
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8919700";"SBI 13.20: Weven van textiel";"Lucht";"536";"Fluorantheen";"kg";;;;7.2E-05;7.2E-05;7.12355E-05;7.2556E-05;7.44324E-05
"ER Reeks 1990-2014 Definitief";"Drinkwatervoorziening";"Drinkwaterbedrijven";"8920500";"SBI 36: Winning en distributie van water";"Lucht";"536";"Fluorantheen";"kg";0.58032;0.547483;0.395851;0.212001;0.171766;0.186701;0.1326;0.1326
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"8922701";"SBI 08: Winning van delfstoffen (geen olie en gas)";"Lucht";"536";"Fluorantheen";"kg";1.59826;0.159159;;2.53252;0.784301;1.01964;1.04952;1.04952
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Storten";"E401200";"Emissies vanuit stortplaatsen verbranding stortgas";"Lucht";"536";"Fluorantheen";"kg";5.94648;16.9433;14.8324;12.1836;9.76449;6.8291;6.10004;5.60108
"ER Reeks 1990-2014 Definitief";"Consumenten";"Productgebruik Consumenten";"T012200";"Vuurhaarden consumenten, sfeerverwarming woning";"Lucht";"536";"Fluorantheen";"kg";5632.85;5971.27;5853.26;6132.76;6091.08;6108.02;6169.41;6235.26
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E301202";"Overige vliegvelden LTO-Climb Out+Approach, excl. militair";"Lucht";"536";"Fluorantheen";"kg";0.193036;0.205786;0.160677;0.11832;0.132899;0.0938304;0.0951148;0.0945553
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E301203";"Overige vliegvelden LTO-Take Off+Idle, excl. militair";"Lucht";"536";"Fluorantheen";"kg";0.500994;0.517073;0.419545;0.235838;0.2574;0.209204;0.210588;0.202928
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309900";"Schiphol, vliegverkeer-approach";"Lucht";"536";"Fluorantheen";"kg";0.0562336;0.0664149;0.104876;0.0621467;0.0985714;0.103643;0.110028;0.117329
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309902";"Schiphol, vliegverkeer-climb out";"Lucht";"536";"Fluorantheen";"kg";0.044097;0.0317858;0.0298522;0.0297451;0.0291245;0.0320639;0.0331186;0.0355569
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309903";"Schiphol, vliegverkeer-idle";"Lucht";"536";"Fluorantheen";"kg";1.63168;1.3989;0.894323;1.01271;0.929092;1.06971;1.09449;1.10467
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309905";"Schiphol, vliegverkeer-take off";"Lucht";"536";"Fluorantheen";"kg";0.020582;0.0141848;0.0154985;0.0183816;0.0173354;0.0181179;0.0177214;0.018203
"ER Reeks 1990-2014 Definitief";"Riolering en waterzuiveringsinstallaties";"Energiegebruik en processen Riolering en waterzuiveringsinstallaties";"E400109";"SBI 37: Afvalwaterinzameling en -behandeling";"Lucht";"536";"Fluorantheen";"kg";0.260495;0.309751;0.322405;0.34407;0.352413;0.360207;0.354241;0.355866
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T100801";"SBI 23.51 (per bedrijf): Vervaardiging van cement";"Lucht";"536";"Fluorantheen";"kg";;;;;0.315806;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T102102";"SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie";"Lucht";"536";"Fluorantheen";"kg";1.72365;0.226654;;0.00816443;0.884194;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T102202";"SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal";"Lucht";"536";"Fluorantheen";"kg";189.805;398.851;;0.169992;492;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T137300";"SBI 26/27 (per bedrijf): Elektrotechnische industrie";"Lucht";"536";"Fluorantheen";"kg";1538.57;1166.57;0.00082225;7545.01;2860;34.6;52;52
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401103";"Mobiele werktuigen industrie";"Lucht";"536";"Fluorantheen";"kg";11.4818;17.4016;15.6618;8.90345;4.06103;2.55132;2.15056;1.82821
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401104";"Mobiele werktuigen consumenten";"Lucht";"536";"Fluorantheen";"kg";20.9098;35.8013;35.7524;32.6044;28.2025;25.9416;23.862;21.9178
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401105";"Mobiele werktuigen HDO";"Lucht";"536";"Fluorantheen";"kg";3.80093;6.10378;6.74646;6.75702;6.02379;5.47566;5.28216;5.1183
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280000";"Ankerligger NCP, Olietankers";"Lucht";"536";"Fluorantheen";"kg";;;;;0.727272;0.546018;0.493171;0.493171
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280001";"Ankerligger NCP, Chemie/Gastankers";"Lucht";"536";"Fluorantheen";"kg";;;;;1.27059;1.03162;0.935025;0.935025
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280002";"Ankerligger NCP, Bulkcarrier";"Lucht";"536";"Fluorantheen";"kg";;;;;0.163927;0.271622;0.326344;0.326344
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280003";"Ankerligger NCP, Containerschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.594365;0.345174;0.53363;0.53363
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280004";"Ankerligger NCP, Conventioneel stukgoed";"Lucht";"536";"Fluorantheen";"kg";;;;;0.181212;0.230802;0.268917;0.268917
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280005";"Ankerligger NCP, Roro lading/autoschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.057489;0.0493554;0.0450028;0.0450028
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280006";"Ankerligger NCP, Koelschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.0257068;0.0225948;0.0391366;0.0391366
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280007";"Ankerligger NCP, Passagierschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.00740748;0.00532469;0.00546944;0.00546944
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280008";"Ankerligger NCP, Overige schepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.381439;0.764652;0.42853;0.42853
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280009";"Varend NCP, Olietankers";"Lucht";"536";"Fluorantheen";"kg";;;;;7.21514;5.91005;6.47023;6.47023
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280010";"Varend NCP, Chemie/Gastankers";"Lucht";"536";"Fluorantheen";"kg";;;;;11.2804;9.07502;9.94125;9.94125
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280011";"Varend NCP, Bulkcarrier";"Lucht";"536";"Fluorantheen";"kg";;;;;6.18209;5.69062;6.59216;6.59216
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280012";"Varend NCP, Containerschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;28.7382;28.1436;32.5056;32.5056
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280013";"Varend NCP, Conventioneel stukgoed";"Lucht";"536";"Fluorantheen";"kg";;;;;9.43286;7.96857;8.81922;8.81922
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280014";"Varend NCP, Roro lading/autoschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;12.5967;11.1434;11.7818;11.7818
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280015";"Varend NCP, Koelschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;2.52482;1.21362;1.32073;1.32073
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280016";"Varend NCP, Passagierschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;3.89093;3.99492;4.12981;4.12981
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280017";"Varend NCP, Overige schepen";"Lucht";"536";"Fluorantheen";"kg";;;;;7.32414;6.35909;5.81495;5.81495
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280018";"Stilliggend NL, Olietankers";"Lucht";"536";"Fluorantheen";"kg";;;;;4.23336;3.24621;3.67123;3.67123
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280019";"Stilliggend NL, Chemie/Gastankers";"Lucht";"536";"Fluorantheen";"kg";;;;;2.14893;1.28536;1.57989;1.57989
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280020";"Stilliggend NL, Bulkcarrier";"Lucht";"536";"Fluorantheen";"kg";;;;;1.17411;1.41814;1.36445;1.36445
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280021";"Stilliggend NL, Containerschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;1.44578;2.0351;2.45272;2.45272
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280022";"Stilliggend NL, Conventioneel stukgoed";"Lucht";"536";"Fluorantheen";"kg";;;;;0.609825;0.566622;0.634841;0.634841
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280023";"Stilliggend NL, Roro lading/autoschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.856641;0.492914;0.603425;0.603425
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280024";"Stilliggend NL, Koelschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.414159;0.325385;0.342468;0.342468
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280025";"Stilliggend NL, Passagierschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.407272;1.85746;1.99804;1.99804
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart stilliggend";"0280026";"Stilliggend NL, Overige schepen";"Lucht";"536";"Fluorantheen";"kg";;;;;2.07664;2.13847;2.60664;2.60664
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280027";"Varend NL, Olietankers";"Lucht";"536";"Fluorantheen";"kg";;;;;0.707943;0.718539;0.883855;0.883855
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280028";"Varend NL, Chemie/Gastankers";"Lucht";"536";"Fluorantheen";"kg";;;;;2.49384;2.07266;2.11588;2.11588
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280029";"Varend NL, Bulkcarrier";"Lucht";"536";"Fluorantheen";"kg";;;;;0.944947;0.789914;0.85131;0.85131
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280030";"Varend NL, Containerschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;7.51923;6.58228;7.66857;7.66857
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280031";"Varend NL, Conventioneel stukgoed";"Lucht";"536";"Fluorantheen";"kg";;;;;1.90821;1.50821;1.71069;1.71069
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280032";"Varend NL, Roro lading/autoschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;2.53033;2.01525;2.10425;2.10425
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280033";"Varend NL, Koelschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.358969;0.356119;0.377259;0.377259
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280034";"Varend NL, Passagierschepen";"Lucht";"536";"Fluorantheen";"kg";;;;;0.640433;0.728485;0.754873;0.754873
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280035";"Varend NL, Overige schepen";"Lucht";"536";"Fluorantheen";"kg";;;;;2.88321;2.57929;2.1415;2.1415
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8914702";"SBI 24.45: Vervaardiging van overige non-ferrometalen, aluminium";"Lucht";"536";"Fluorantheen";"kg";221.743;6.58544;1.456;0.724;0.54;0.546256;0.575944;0.578642
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T104702";"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium";"Lucht";"536";"Fluorantheen";"kg";1811.68;43.656;10.384;8.266;0.34;0.032;0.024;0.024
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T104706";"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink";"Lucht";"536";"Fluorantheen";"kg";;;;0.0197;0.02;0.23;0.22;0.22
"ER Reeks 1990-2014 Definitief";"Consumenten";"Productgebruik Consumenten";"0801801";"Houtskoolverbruik door consumenten: barbecuen";"Lucht";"536";"Fluorantheen";"kg";60.8815;65.2285;66.5463;67.7233;69.5058;68.411;68.6788;68.942
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0102001";"Uitlaatgassen brommobielen, bebouwde kom";"Lucht";"536";"Fluorantheen";"kg";;0.0315056;0.350212;0.59491;0.774007;0.727405;0.707245;0.714223
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0102003";"Uitlaatgassen brommobielen, buitenweg";"Lucht";"536";"Fluorantheen";"kg";;0.0109253;0.121444;0.2063;0.268866;0.254682;0.247967;0.251638
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309906";"Schiphol, vliegverkeer-APU";"Lucht";"536";"Fluorantheen";"kg";0.0329175;0.050673;0.0784035;0.08778;0.090174;0.104875;0.109681;0.116109
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309907";"Schiphol, uitlaatgasssen Grondmaterieel";"Lucht";"536";"Fluorantheen";"kg";1.2689;1.91237;2.00675;2.07501;1.74069;1.63379;1.38455;1.1894
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309908";"Overige vliegvelden, uitlaatgassen Grondmaterieel, excl. militair";"Lucht";"536";"Fluorantheen";"kg";0.0986444;0.1034;0.105702;0.15335;0.180911;0.22019;0.194446;0.173544
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100423";"Uitlaatgassen autobussen ov diesel, bebouwde kom";"Lucht";"536";"Fluorantheen";"kg";343.56;237.319;120.082;49.9959;5.72022;2.26158;1.58597;1.38114
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100424";"Uitlaatgassen autobussen ov diesel, autosnelweg";"Lucht";"536";"Fluorantheen";"kg";11.8294;7.0503;2.82919;1.24724;0.112736;0.0421546;0.0300525;0.02639
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100425";"Uitlaatgassen autobussen ov diesel, buitenweg";"Lucht";"536";"Fluorantheen";"kg";142.154;85.0762;34.7931;15.2757;1.49754;0.569489;0.404938;0.354938
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100426";"Uitlaatgassen autobussen touringcars diesel, bebouwde kom";"Lucht";"536";"Fluorantheen";"kg";24.3742;16.3866;11.0906;4.59175;2.03348;1.01305;0.804447;0.687902
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100427";"Uitlaatgassen autobussen touringcars diesel, autosnelweg";"Lucht";"536";"Fluorantheen";"kg";64.3866;37.3252;20.1145;8.84833;4.70307;2.40918;1.91434;1.63814
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100428";"Uitlaatgassen autobussen touringcars diesel, buitenweg";"Lucht";"536";"Fluorantheen";"kg";61.5804;35.8523;19.6939;8.62699;4.556;2.33432;1.85712;1.58959
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100435";"Uitlaatgassen autobussen ov overig, bebouwde kom";"Lucht";"536";"Fluorantheen";"kg";4.47161E-06;1.66393E-05;5.36582E-05;4.04869E-05;1.77818E-05;1.28332E-05;6.0873E-06;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100436";"Uitlaatgassen autobussen ov overig, autosnelweg";"Lucht";"536";"Fluorantheen";"kg";8.2975E-08;3.08758E-07;9.95677E-07;7.51272E-07;3.29957E-07;2.38133E-07;1.12956E-07;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100437";"Uitlaatgassen autobussen ov overig, buitenweg";"Lucht";"536";"Fluorantheen";"kg";5.34587E-07;1.98925E-06;6.4149E-06;4.84026E-06;2.12583E-06;1.53423E-06;7.27745E-07;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100438";"Uitlaatgassen autobussen touringcars overig, bebouwde kom";"Lucht";"536";"Fluorantheen";"kg";1.46467E-05;5.78157E-06;5.58886E-06;1.01922E-05;1.27109E-05;9.97313E-06;9.58058E-06;8.58131E-06
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100439";"Uitlaatgassen autobussen touringcars overig, autosnelweg";"Lucht";"536";"Fluorantheen";"kg";1.45275E-05;5.73453E-06;5.54338E-06;1.01827E-05;1.26865E-05;9.95402E-06;9.56162E-06;8.55515E-06
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100440";"Uitlaatgassen autobussen touringcars overig, buitenweg";"Lucht";"536";"Fluorantheen";"kg";7.4656E-06;2.94695E-06;2.84872E-06;5.23259E-06;6.51926E-06;5.11511E-06;4.91346E-06;4.3963E-06
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120104";"Bandenslijtage personenauto's, bebouwde kom";"Lucht";"536";"Fluorantheen";"kg";2.93456;2.67651;2.36123;2.52203;2.62807;0.795924;0.529201;0.536296
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120105";"Bandenslijtage personenauto's, autosnelweg";"Lucht";"536";"Fluorantheen";"kg";2.79667;3.23518;4.16039;4.44086;4.49175;1.3573;0.902128;0.914522
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120106";"Bandenslijtage personenauto's, buitenweg";"Lucht";"536";"Fluorantheen";"kg";2.47839;2.47111;2.65192;2.83149;2.94949;0.894051;0.593852;0.601272
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120111";"Bandenslijtage lichte bedrijfsvoertuigen, bebouwde kom";"Lucht";"536";"Fluorantheen";"kg";0.609338;0.528909;0.376778;0.439992;0.42581;0.120554;0.0809024;0.0813557
